match_id,friendly_picks,enemy_picks,bans,win_rate
237,"[29, 28, 30, 3, 12]","[24, 4, 21, 9, 11]","[16, 13, 5, 20, 10, 22]",0.6049
238,"[17, 5, 28, 24, 12]","[9, 15, 1, 27, 4]","[14, 2, 22, 11, 10, 25]",0.5262
239,"[22, 30, 5, 14, 29]","[18, 6, 16, 28, 1]","[20, 26, 7, 25, 19, 12]",0.6858
240,"[1, 19, 12, 7, 20]","[13, 3, 28, 29, 18]","[30, 14, 22, 16, 24, 5]",0.5295
241,"[9, 21, 7, 8, 24]","[26, 12, 14, 11, 17]","[3, 10, 22, 23, 4, 29]",0.5964
242,"[11, 21, 8, 26, 15]","[28, 19, 13, 5, 29]","[30, 4, 25, 7, 22, 12]",0.6359
243,"[10, 21, 14, 26, 8]","[15, 13, 9, 6, 17]","[1, 27, 18, 28, 12, 7]",0.562
244,"[2, 8, 10, 20, 25]","[13, 11, 26, 28, 12]","[18, 27, 19, 30, 9, 22]",0.5152
245,"[11, 3, 5, 12, 6]","[19, 17, 28, 26, 9]","[7, 4, 24, 2, 16, 14]",0.5198
246,"[21, 15, 26, 3, 8]","[9, 17, 6, 16, 7]","[25, 14, 27, 30, 1, 5]",0.6547
247,"[16, 20, 26, 24, 2]","[21, 13, 27, 9, 14]","[25, 17, 29, 22, 1, 19]",0.5878
248,"[20, 6, 22, 15, 18]","[12, 23, 3, 24, 27]","[7, 14, 4, 30, 16, 25]",0.6837
249,"[26, 13, 29, 30, 27]","[11, 5, 9, 19, 23]","[6, 4, 22, 21, 20, 17]",0.6856
250,"[12, 14, 21, 19, 3]","[20, 6, 1, 23, 26]","[5, 9, 8, 27, 7, 28]",0.6861
251,"[15, 19, 27, 9, 28]","[6, 13, 3, 2, 4]","[16, 18, 21, 17, 5, 14]",0.6323
252,"[26, 11, 4, 7, 8]","[15, 16, 25, 1, 28]","[21, 14, 22, 18, 5, 9]",0.5838
253,"[20, 1, 15, 28, 29]","[18, 2, 9, 7, 30]","[19, 14, 11, 23, 10, 6]",0.5729
254,"[12, 20, 27, 13, 19]","[10, 17, 8, 11, 16]","[23, 4, 5, 3, 24, 26]",0.6735
255,"[14, 10, 22, 5, 25]","[17, 2, 20, 27, 3]","[19, 16, 28, 12, 23, 6]",0.673
256,"[22, 8, 6, 24, 17]","[20, 23, 10, 27, 21]","[26, 15, 28, 18, 9, 2]",0.6697
257,"[30, 14, 15, 24, 19]","[2, 13, 16, 9, 12]","[27, 28, 23, 1, 8, 5]",0.5968
258,"[1, 24, 13, 11, 8]","[22, 5, 16, 28, 4]","[6, 30, 29, 25, 14, 19]",0.6085
259,"[13, 21, 16, 29, 22]","[3, 10, 17, 26, 25]","[15, 30, 12, 9, 28, 1]",0.7082
260,"[10, 27, 4, 26, 22]","[30, 8, 24, 12, 5]","[7, 20, 28, 13, 19, 3]",0.5434
261,"[12, 13, 3, 28, 25]","[20, 18, 16, 6, 29]","[27, 30, 5, 15, 10, 19]",0.5752
262,"[3, 6, 22, 4, 18]","[2, 10, 7, 11, 16]","[14, 28, 26, 1, 25, 27]",0.5976
263,"[15, 11, 14, 5, 25]","[26, 27, 22, 6, 10]","[13, 16, 2, 19, 28, 4]",0.7202
264,"[14, 13, 2, 6, 27]","[9, 4, 16, 23, 10]","[25, 22, 8, 28, 24, 11]",0.6247
265,"[20, 2, 24, 26, 10]","[8, 12, 17, 29, 6]","[15, 22, 1, 14, 25, 27]",0.5212
266,"[28, 14, 25, 26, 10]","[5, 15, 11, 30, 29]","[8, 19, 16, 3, 7, 9]",0.6989
267,"[11, 1, 15, 17, 16]","[22, 24, 26, 4, 13]","[6, 14, 2, 5, 21, 20]",0.5285
268,"[27, 25, 19, 21, 11]","[24, 9, 14, 23, 26]","[8, 16, 4, 3, 7, 1]",0.7101
269,"[18, 23, 9, 26, 2]","[1, 14, 19, 25, 20]","[6, 13, 5, 27, 10, 11]",0.5869
270,"[5, 20, 16, 25, 8]","[11, 1, 3, 24, 29]","[17, 30, 2, 27, 9, 15]",0.6127
271,"[20, 26, 30, 28, 3]","[6, 22, 21, 17, 11]","[8, 23, 16, 12, 4, 18]",0.6579
272,"[23, 1, 27, 16, 13]","[15, 7, 18, 19, 25]","[4, 26, 11, 20, 8, 12]",0.5496
273,"[2, 6, 10, 22, 11]","[7, 15, 27, 14, 25]","[4, 24, 18, 3, 1, 26]",0.6527
274,"[13, 5, 3, 12, 23]","[7, 22, 9, 27, 19]","[2, 24, 26, 30, 8, 29]",0.4978
275,"[17, 19, 14, 4, 25]","[7, 26, 12, 27, 15]","[30, 9, 24, 28, 13, 11]",0.6374
276,"[4, 12, 2, 7, 29]","[6, 17, 14, 5, 30]","[16, 28, 3, 18, 27, 19]",0.5359
277,"[15, 1, 16, 29, 5]","[6, 19, 17, 7, 11]","[12, 4, 9, 28, 8, 10]",0.5663
278,"[10, 18, 15, 13, 26]","[4, 25, 17, 16, 1]","[19, 6, 9, 2, 27, 8]",0.556
279,"[10, 25, 30, 22, 16]","[17, 21, 26, 2, 4]","[24, 23, 1, 6, 7, 19]",0.614
280,"[12, 28, 10, 13, 29]","[9, 6, 15, 14, 4]","[26, 19, 7, 3, 17, 22]",0.6149
281,"[27, 4, 2, 11, 5]","[17, 7, 12, 3, 28]","[1, 20, 24, 9, 25, 18]",0.5882
282,"[5, 8, 17, 27, 30]","[11, 2, 9, 24, 14]","[22, 25, 21, 6, 15, 13]",0.6635
283,"[20, 3, 1, 14, 17]","[9, 10, 30, 13, 22]","[29, 2, 18, 28, 16, 21]",0.6176
284,"[6, 3, 13, 28, 25]","[22, 30, 27, 24, 26]","[20, 5, 1, 10, 2, 15]",0.6832
285,"[2, 25, 28, 8, 27]","[15, 3, 29, 1, 10]","[16, 5, 7, 11, 13, 20]",0.501
286,"[21, 29, 14, 8, 13]","[28, 5, 15, 9, 11]","[23, 30, 1, 4, 12, 6]",0.571
287,"[14, 29, 2, 4, 17]","[16, 13, 22, 26, 24]","[11, 27, 10, 1, 28, 6]",0.539
288,"[12, 4, 1, 8, 28]","[9, 16, 10, 14, 18]","[15, 23, 3, 21, 7, 26]",0.5948
289,"[1, 10, 23, 18, 14]","[3, 20, 13, 30, 6]","[19, 11, 7, 12, 15, 28]",0.5361
290,"[4, 18, 29, 19, 23]","[5, 13, 6, 1, 21]","[26, 24, 16, 14, 11, 15]",0.6098
291,"[14, 7, 6, 2, 27]","[22, 12, 20, 17, 24]","[9, 29, 4, 10, 25, 28]",0.6276
292,"[7, 26, 18, 22, 2]","[15, 28, 11, 8, 27]","[30, 9, 10, 6, 16, 14]",0.6914
293,"[13, 15, 29, 19, 2]","[27, 7, 21, 30, 5]","[10, 4, 16, 26, 11, 25]",0.6268
294,"[9, 22, 20, 16, 28]","[24, 13, 18, 26, 15]","[3, 10, 17, 25, 12, 27]",0.6496
295,"[6, 3, 17, 16, 15]","[12, 29, 23, 20, 19]","[22, 11, 4, 14, 5, 30]",0.5171
296,"[5, 11, 16, 23, 25]","[30, 15, 6, 26, 12]","[2, 18, 29, 3, 10, 13]",0.6779
297,"[12, 11, 27, 23, 24]","[4, 29, 17, 18, 19]","[20, 15, 8, 30, 5, 16]",0.5238
298,"[16, 24, 28, 8, 29]","[23, 21, 12, 7, 10]","[5, 22, 14, 9, 27, 15]",0.539
299,"[12, 24, 10, 27, 29]","[30, 7, 17, 5, 25]","[13, 20, 16, 15, 19, 26]",0.6481
300,"[19, 15, 23, 13, 17]","[18, 16, 29, 12, 22]","[14, 9, 26, 3, 2, 7]",0.6485
301,"[19, 1, 22, 8, 17]","[29, 26, 15, 24, 5]","[11, 23, 9, 12, 3, 18]",0.6246
302,"[14, 1, 3, 30, 16]","[12, 23, 13, 6, 28]","[24, 15, 27, 18, 20, 22]",0.5661
303,"[5, 7, 17, 12, 11]","[24, 27, 9, 19, 4]","[23, 28, 8, 29, 16, 15]",0.6075
304,"[1, 23, 7, 13, 27]","[16, 20, 24, 25, 11]","[10, 6, 18, 30, 5, 26]",0.6623
305,"[17, 10, 21, 1, 28]","[23, 20, 14, 3, 11]","[24, 22, 5, 7, 8, 13]",0.539
306,"[7, 12, 27, 28, 25]","[21, 2, 22, 19, 15]","[17, 16, 4, 5, 26, 23]",0.6286
307,"[29, 4, 23, 6, 21]","[1, 2, 20, 17, 11]","[15, 16, 8, 7, 25, 28]",0.578
308,"[26, 18, 10, 19, 13]","[7, 25, 17, 8, 14]","[5, 23, 21, 16, 28, 30]",0.5386
309,"[24, 6, 1, 11, 26]","[2, 4, 16, 27, 17]","[25, 15, 23, 8, 28, 5]",0.6426
310,"[4, 10, 5, 3, 27]","[12, 22, 19, 7, 30]","[18, 21, 14, 26, 17, 16]",0.5062
311,"[28, 17, 24, 8, 2]","[3, 18, 13, 5, 22]","[14, 12, 10, 4, 11, 23]",0.5174
312,"[14, 25, 7, 30, 2]","[15, 5, 10, 4, 13]","[17, 27, 3, 18, 8, 19]",0.5758
313,"[17, 10, 15, 11, 3]","[25, 18, 9, 2, 20]","[8, 16, 7, 1, 29, 22]",0.5281
314,"[6, 19, 14, 27, 3]","[4, 18, 8, 13, 2]","[7, 15, 20, 30, 12, 10]",0.6907
315,"[29, 23, 27, 3, 7]","[2, 22, 18, 11, 24]","[10, 30, 5, 26, 9, 15]",0.566
316,"[6, 21, 25, 12, 1]","[23, 10, 30, 16, 27]","[4, 9, 22, 26, 7, 5]",0.7174
317,"[6, 25, 18, 9, 7]","[27, 14, 2, 10, 26]","[16, 1, 15, 8, 13, 17]",0.6562
318,"[30, 23, 27, 16, 28]","[12, 6, 18, 20, 11]","[1, 5, 22, 8, 21, 17]",0.6872
319,"[21, 3, 2, 25, 12]","[18, 28, 7, 1, 22]","[15, 24, 6, 4, 5, 14]",0.7026
320,"[9, 16, 19, 2, 29]","[26, 22, 17, 4, 11]","[12, 1, 6, 14, 25, 7]",0.5735
321,"[2, 10, 20, 1, 24]","[16, 19, 6, 28, 26]","[17, 27, 13, 15, 9, 23]",0.6478
322,"[2, 27, 5, 20, 9]","[14, 8, 3, 10, 15]","[7, 23, 28, 6, 18, 11]",0.5806
323,"[27, 6, 24, 7, 9]","[11, 23, 25, 17, 28]","[18, 8, 22, 2, 30, 26]",0.5569
324,"[30, 24, 3, 10, 11]","[1, 21, 16, 5, 23]","[12, 20, 9, 8, 25, 14]",0.634
325,"[13, 4, 9, 26, 18]","[6, 8, 3, 14, 17]","[27, 16, 7, 23, 11, 24]",0.6661
326,"[22, 1, 7, 6, 5]","[29, 20, 26, 15, 10]","[21, 17, 2, 28, 24, 18]",0.6808
327,"[24, 8, 17, 18, 7]","[20, 4, 5, 25, 14]","[1, 22, 29, 28, 23, 9]",0.6067
328,"[3, 11, 14, 29, 7]","[20, 2, 10, 9, 23]","[22, 27, 1, 19, 6, 25]",0.6619
329,"[29, 25, 21, 2, 22]","[3, 30, 10, 27, 20]","[4, 26, 6, 7, 14, 16]",0.5209
330,"[22, 5, 3, 7, 17]","[11, 15, 23, 29, 2]","[14, 4, 13, 19, 6, 21]",0.6683
331,"[13, 21, 6, 19, 22]","[14, 15, 2, 3, 29]","[8, 10, 1, 18, 7, 9]",0.5587
332,"[24, 4, 5, 19, 16]","[26, 15, 30, 10, 17]","[8, 27, 25, 13, 6, 18]",0.5451
333,"[29, 5, 1, 17, 25]","[14, 28, 13, 12, 8]","[22, 24, 30, 18, 2, 26]",0.7185
334,"[16, 23, 11, 30, 4]","[21, 12, 1, 5, 6]","[8, 17, 27, 24, 2, 25]",0.7353
335,"[19, 9, 5, 21, 16]","[13, 27, 30, 18, 6]","[17, 24, 23, 28, 25, 7]",0.6107
336,"[14, 5, 17, 12, 19]","[6, 16, 9, 27, 25]","[7, 2, 13, 18, 1, 23]",0.6335
337,"[15, 20, 4, 21, 1]","[18, 10, 2, 23, 5]","[6, 25, 13, 12, 24, 14]",0.5673
338,"[15, 30, 7, 13, 18]","[2, 6, 26, 25, 8]","[24, 10, 14, 28, 23, 4]",0.6846
339,"[9, 14, 3, 8, 11]","[25, 21, 1, 18, 5]","[12, 4, 29, 16, 23, 7]",0.5435
340,"[14, 13, 19, 15, 24]","[30, 29, 2, 20, 26]","[3, 8, 6, 17, 18, 16]",0.6686
341,"[7, 22, 3, 25, 14]","[21, 10, 6, 19, 18]","[11, 2, 9, 23, 24, 5]",0.7178
342,"[10, 23, 26, 4, 16]","[1, 17, 19, 7, 5]","[15, 29, 24, 3, 22, 8]",0.6835
343,"[26, 12, 18, 11, 3]","[15, 29, 2, 30, 5]","[13, 8, 20, 27, 9, 24]",0.6582
344,"[9, 19, 30, 11, 4]","[14, 1, 6, 28, 29]","[13, 17, 27, 16, 12, 24]",0.654
345,"[18, 19, 12, 11, 14]","[4, 1, 13, 30, 16]","[23, 8, 28, 25, 26, 21]",0.7024
346,"[20, 2, 16, 10, 7]","[21, 6, 30, 25, 3]","[8, 17, 22, 13, 27, 12]",0.6901
347,"[19, 3, 7, 9, 22]","[29, 8, 13, 25, 1]","[12, 17, 30, 2, 5, 26]",0.5867
348,"[5, 11, 14, 1, 21]","[8, 3, 16, 23, 19]","[28, 7, 18, 15, 9, 10]",0.6479
349,"[23, 16, 10, 14, 24]","[18, 11, 8, 27, 22]","[12, 6, 1, 2, 25, 7]",0.6972
350,"[18, 24, 4, 28, 26]","[14, 8, 25, 3, 22]","[5, 13, 15, 21, 20, 7]",0.6005
351,"[22, 21, 2, 19, 16]","[29, 28, 9, 10, 15]","[5, 7, 6, 24, 3, 12]",0.6414
352,"[25, 24, 21, 10, 7]","[23, 29, 28, 15, 14]","[4, 3, 9, 27, 16, 18]",0.5963
353,"[8, 30, 10, 6, 19]","[22, 13, 2, 5, 23]","[18, 1, 7, 9, 27, 11]",0.7166
354,"[11, 16, 14, 17, 20]","[6, 2, 18, 22, 30]","[7, 12, 1, 21, 10, 15]",0.6163
355,"[27, 6, 24, 9, 17]","[16, 7, 2, 15, 5]","[25, 22, 21, 4, 30, 8]",0.5658
356,"[28, 2, 30, 16, 27]","[17, 18, 26, 22, 12]","[23, 7, 14, 11, 10, 21]",0.5833
357,"[16, 4, 23, 1, 30]","[5, 26, 29, 2, 24]","[6, 15, 7, 28, 21, 14]",0.6803
358,"[16, 15, 7, 25, 1]","[11, 20, 18, 29, 6]","[10, 14, 2, 8, 26, 4]",0.533
359,"[27, 26, 6, 14, 12]","[2, 22, 17, 8, 18]","[29, 4, 21, 13, 30, 15]",0.703
360,"[23, 13, 28, 8, 2]","[19, 24, 6, 12, 11]","[27, 30, 9, 22, 5, 10]",0.5708
361,"[23, 28, 5, 19, 16]","[20, 25, 27, 3, 26]","[7, 14, 29, 9, 24, 30]",0.6727
362,"[23, 15, 2, 6, 16]","[24, 11, 17, 7, 18]","[22, 20, 1, 4, 10, 14]",0.6415
363,"[12, 16, 23, 20, 6]","[17, 10, 28, 29, 25]","[14, 26, 24, 19, 8, 1]",0.5847
364,"[20, 29, 12, 21, 17]","[2, 25, 22, 18, 27]","[4, 9, 13, 8, 11, 16]",0.7205
365,"[29, 18, 3, 28, 7]","[26, 19, 10, 1, 13]","[12, 27, 21, 20, 6, 2]",0.5993
366,"[18, 14, 6, 21, 13]","[8, 10, 19, 12, 24]","[27, 25, 17, 2, 22, 9]",0.6192
367,"[26, 3, 16, 11, 12]","[13, 2, 20, 1, 28]","[15, 25, 14, 4, 7, 23]",0.537
368,"[15, 11, 22, 6, 7]","[23, 24, 20, 8, 21]","[29, 3, 26, 18, 17, 28]",0.6598
369,"[15, 4, 30, 11, 7]","[24, 17, 19, 6, 18]","[27, 21, 10, 29, 12, 8]",0.7256
370,"[22, 14, 8, 16, 12]","[29, 18, 15, 6, 3]","[10, 30, 28, 25, 20, 9]",0.5644
371,"[7, 19, 1, 26, 30]","[25, 22, 13, 15, 29]","[27, 21, 24, 6, 14, 8]",0.6783
372,"[19, 17, 11, 27, 28]","[23, 29, 5, 14, 10]","[13, 21, 18, 16, 7, 25]",0.6469
373,"[11, 17, 22, 19, 1]","[30, 18, 27, 9, 12]","[14, 24, 7, 20, 4, 8]",0.6926
374,"[16, 4, 17, 27, 14]","[18, 29, 7, 30, 28]","[15, 12, 20, 1, 3, 26]",0.7181
375,"[16, 18, 29, 7, 20]","[9, 13, 22, 8, 28]","[26, 15, 2, 14, 24, 25]",0.5387
376,"[27, 22, 4, 16, 11]","[24, 3, 5, 1, 18]","[26, 23, 20, 9, 8, 25]",0.5762
377,"[28, 30, 6, 27, 26]","[8, 14, 23, 5, 21]","[3, 7, 19, 25, 2, 12]",0.5611
378,"[17, 2, 5, 26, 11]","[18, 19, 21, 24, 14]","[4, 3, 23, 8, 20, 15]",0.6182
379,"[14, 1, 11, 9, 18]","[23, 26, 24, 28, 13]","[19, 29, 20, 10, 6, 25]",0.6766
380,"[2, 8, 11, 6, 16]","[7, 17, 14, 20, 28]","[23, 15, 27, 1, 29, 5]",0.5697
381,"[22, 5, 3, 28, 8]","[14, 29, 15, 16, 18]","[19, 2, 27, 23, 26, 21]",0.6282
382,"[20, 9, 11, 22, 21]","[4, 12, 29, 26, 30]","[16, 3, 28, 2, 25, 13]",0.6153
383,"[25, 24, 30, 14, 20]","[26, 27, 7, 28, 13]","[21, 5, 23, 8, 12, 15]",0.5221
384,"[16, 13, 14, 12, 2]","[10, 7, 27, 29, 28]","[3, 23, 21, 6, 11, 9]",0.6316
385,"[11, 22, 8, 1, 21]","[19, 12, 5, 20, 30]","[24, 7, 14, 18, 15, 28]",0.5758
386,"[19, 15, 20, 5, 18]","[24, 10, 12, 17, 26]","[1, 9, 23, 14, 6, 13]",0.5096
387,"[7, 25, 18, 20, 26]","[24, 15, 10, 22, 2]","[9, 14, 13, 29, 5, 4]",0.6355
388,"[17, 15, 10, 1, 24]","[19, 4, 27, 8, 23]","[7, 13, 5, 22, 25, 18]",0.5762
389,"[20, 7, 22, 19, 11]","[14, 24, 2, 15, 4]","[29, 21, 9, 27, 25, 17]",0.7255
390,"[11, 29, 13, 1, 16]","[14, 23, 28, 8, 4]","[17, 9, 2, 19, 5, 3]",0.5837
391,"[16, 23, 15, 5, 27]","[10, 11, 18, 8, 2]","[9, 14, 7, 13, 4, 26]",0.6549
392,"[15, 26, 1, 20, 8]","[12, 29, 27, 13, 24]","[18, 23, 2, 17, 6, 10]",0.5101
393,"[16, 29, 9, 5, 15]","[19, 30, 2, 12, 20]","[11, 8, 10, 22, 7, 14]",0.6672
394,"[2, 14, 30, 24, 12]","[21, 18, 19, 1, 8]","[10, 27, 7, 6, 11, 26]",0.5895
395,"[14, 12, 6, 9, 23]","[16, 27, 17, 13, 26]","[22, 11, 15, 24, 8, 29]",0.6635
396,"[22, 23, 13, 16, 8]","[19, 30, 21, 20, 4]","[10, 14, 12, 7, 9, 2]",0.6655
397,"[18, 13, 3, 9, 17]","[14, 30, 11, 21, 19]","[2, 29, 12, 22, 1, 27]",0.5349
398,"[29, 6, 28, 22, 17]","[27, 21, 19, 25, 15]","[26, 11, 4, 23, 10, 16]",0.5556
399,"[2, 7, 11, 18, 29]","[25, 5, 23, 4, 21]","[1, 9, 19, 15, 27, 13]",0.6516
400,"[17, 19, 13, 20, 5]","[15, 14, 30, 27, 23]","[16, 22, 11, 2, 21, 26]",0.5746
401,"[6, 23, 19, 24, 14]","[22, 29, 15, 7, 18]","[3, 13, 12, 16, 25, 2]",0.6096
402,"[7, 4, 10, 24, 1]","[14, 9, 16, 20, 18]","[6, 29, 17, 12, 28, 2]",0.5359
403,"[24, 12, 29, 14, 6]","[25, 21, 30, 3, 23]","[18, 5, 27, 28, 13, 16]",0.6721
404,"[22, 30, 3, 10, 28]","[15, 26, 16, 24, 1]","[20, 17, 8, 4, 21, 18]",0.6513
405,"[5, 2, 6, 9, 26]","[10, 30, 15, 7, 4]","[19, 16, 8, 17, 23, 18]",0.6611
406,"[12, 5, 29, 20, 23]","[17, 13, 2, 3, 27]","[14, 4, 21, 1, 10, 16]",0.623
407,"[28, 24, 26, 11, 16]","[7, 2, 21, 6, 23]","[13, 19, 8, 22, 27, 25]",0.6618
408,"[14, 18, 28, 21, 22]","[30, 7, 6, 13, 19]","[1, 3, 12, 27, 16, 8]",0.5625
409,"[5, 13, 25, 19, 11]","[15, 7, 12, 17, 10]","[21, 23, 2, 29, 28, 30]",0.561
410,"[10, 29, 4, 26, 20]","[12, 27, 14, 30, 3]","[11, 23, 22, 17, 1, 13]",0.5306
411,"[4, 23, 28, 6, 14]","[27, 18, 21, 16, 1]","[19, 2, 20, 13, 30, 17]",0.5224
412,"[16, 27, 21, 6, 3]","[20, 18, 8, 30, 4]","[2, 28, 26, 7, 1, 11]",0.6584
413,"[17, 12, 20, 6, 10]","[25, 22, 11, 8, 30]","[21, 16, 26, 19, 14, 15]",0.5988
414,"[1, 30, 25, 26, 24]","[19, 20, 29, 21, 3]","[23, 17, 12, 7, 15, 14]",0.562
415,"[19, 11, 26, 3, 17]","[6, 29, 12, 15, 25]","[14, 24, 30, 18, 7, 23]",0.6719
416,"[14, 4, 5, 17, 26]","[30, 8, 19, 18, 3]","[7, 23, 13, 28, 2, 22]",0.5633
417,"[11, 17, 19, 30, 26]","[29, 6, 25, 23, 10]","[24, 12, 1, 7, 8, 15]",0.5636
418,"[22, 17, 2, 24, 28]","[29, 25, 9, 16, 3]","[4, 10, 21, 7, 23, 5]",0.6582
419,"[11, 20, 26, 23, 9]","[24, 18, 3, 28, 13]","[30, 2, 4, 1, 16, 7]",0.5757
420,"[18, 21, 23, 17, 30]","[8, 27, 24, 26, 29]","[12, 22, 19, 4, 1, 14]",0.6818
421,"[23, 13, 21, 14, 30]","[15, 8, 26, 11, 29]","[19, 16, 28, 25, 2, 20]",0.5738
422,"[17, 21, 14, 2, 29]","[16, 19, 15, 6, 1]","[20, 10, 5, 3, 26, 12]",0.6902
423,"[19, 2, 5, 17, 16]","[30, 11, 22, 9, 4]","[23, 10, 15, 28, 12, 13]",0.6182
424,"[30, 10, 1, 25, 19]","[22, 4, 15, 27, 11]","[7, 9, 16, 20, 17, 18]",0.5451
425,"[19, 20, 24, 13, 29]","[18, 11, 4, 9, 25]","[14, 12, 27, 30, 23, 2]",0.7036
426,"[24, 6, 9, 16, 20]","[5, 12, 29, 14, 7]","[3, 23, 11, 26, 15, 28]",0.6028
427,"[9, 25, 11, 8, 23]","[3, 26, 5, 4, 20]","[6, 14, 12, 21, 10, 24]",0.5694
428,"[19, 10, 30, 7, 6]","[3, 4, 28, 12, 11]","[13, 18, 21, 23, 1, 16]",0.6235
429,"[22, 11, 28, 30, 25]","[15, 9, 8, 14, 3]","[26, 29, 5, 10, 6, 20]",0.7059
430,"[16, 27, 1, 30, 23]","[2, 26, 17, 8, 12]","[18, 6, 25, 24, 29, 5]",0.6265
431,"[25, 29, 1, 9, 6]","[12, 24, 2, 26, 14]","[16, 20, 22, 10, 30, 11]",0.5765
432,"[2, 7, 20, 26, 30]","[25, 6, 3, 9, 8]","[11, 10, 22, 17, 5, 23]",0.5564
433,"[15, 20, 17, 5, 7]","[28, 1, 21, 30, 10]","[22, 16, 19, 23, 11, 4]",0.6027
434,"[24, 18, 9, 5, 16]","[8, 28, 3, 14, 2]","[20, 10, 29, 21, 7, 22]",0.7059
435,"[4, 12, 6, 14, 5]","[8, 22, 26, 29, 20]","[7, 16, 17, 1, 24, 30]",0.6933
436,"[10, 30, 27, 7, 29]","[23, 2, 12, 14, 5]","[24, 17, 1, 20, 22, 11]",0.6428
437,"[6, 4, 7, 22, 8]","[25, 17, 10, 28, 3]","[16, 26, 21, 9, 15, 5]",0.5337
438,"[17, 7, 12, 27, 18]","[8, 25, 6, 24, 15]","[29, 16, 3, 22, 23, 21]",0.6648
439,"[7, 10, 30, 25, 9]","[21, 1, 27, 14, 12]","[8, 6, 29, 13, 16, 18]",0.6254
440,"[4, 8, 26, 24, 30]","[6, 11, 22, 1, 7]","[12, 18, 3, 15, 13, 25]",0.6156
441,"[22, 21, 18, 19, 14]","[10, 20, 13, 24, 28]","[3, 5, 9, 15, 23, 7]",0.7277
442,"[30, 13, 11, 3, 24]","[28, 26, 2, 25, 15]","[29, 21, 16, 10, 17, 18]",0.5319
443,"[28, 4, 2, 6, 24]","[5, 25, 10, 21, 17]","[8, 20, 19, 30, 1, 23]",0.5915
444,"[10, 22, 16, 30, 25]","[27, 9, 15, 24, 29]","[14, 8, 6, 18, 20, 4]",0.5525
445,"[14, 28, 24, 9, 22]","[21, 16, 11, 10, 8]","[23, 2, 1, 6, 5, 4]",0.5448
446,"[9, 14, 19, 7, 23]","[17, 13, 10, 6, 29]","[20, 24, 5, 28, 18, 26]",0.6804
447,"[10, 6, 5, 14, 19]","[12, 23, 4, 30, 8]","[22, 13, 18, 11, 17, 26]",0.6159
448,"[12, 30, 19, 29, 17]","[1, 7, 9, 25, 24]","[5, 26, 28, 15, 3, 11]",0.5983
449,"[10, 15, 13, 17, 3]","[27, 5, 28, 8, 23]","[11, 20, 22, 7, 18, 1]",0.5566
450,"[10, 13, 9, 19, 22]","[16, 17, 29, 6, 2]","[21, 14, 23, 7, 3, 5]",0.5491
451,"[30, 13, 16, 15, 18]","[27, 3, 12, 14, 22]","[5, 25, 21, 29, 17, 7]",0.6928
452,"[12, 14, 13, 11, 15]","[1, 19, 4, 27, 9]","[17, 7, 10, 30, 26, 24]",0.6428
453,"[12, 17, 1, 29, 24]","[8, 15, 25, 7, 11]","[28, 13, 5, 4, 20, 3]",0.564
454,"[2, 13, 5, 1, 4]","[12, 29, 22, 15, 18]","[7, 16, 23, 9, 14, 10]",0.5705
455,"[13, 5, 10, 1, 11]","[15, 17, 29, 30, 19]","[12, 8, 7, 3, 28, 14]",0.5427
456,"[2, 16, 28, 4, 5]","[6, 10, 18, 23, 27]","[30, 11, 21, 13, 1, 12]",0.5046
457,"[19, 4, 29, 20, 30]","[13, 17, 8, 24, 27]","[14, 25, 18, 7, 23, 26]",0.6821
458,"[4, 26, 22, 18, 30]","[16, 21, 17, 10, 6]","[3, 8, 25, 11, 13, 29]",0.71
459,"[10, 20, 13, 16, 4]","[19, 9, 26, 18, 7]","[29, 28, 27, 25, 17, 12]",0.6827
460,"[10, 4, 16, 21, 12]","[6, 2, 22, 28, 5]","[8, 30, 11, 17, 1, 23]",0.5754
461,"[22, 2, 30, 17, 16]","[7, 5, 10, 4, 9]","[29, 20, 1, 11, 3, 19]",0.5481
462,"[2, 11, 13, 25, 22]","[18, 16, 26, 1, 21]","[15, 19, 8, 5, 14, 23]",0.562
463,"[4, 10, 18, 14, 9]","[2, 24, 27, 6, 29]","[30, 5, 12, 21, 19, 3]",0.6809
464,"[4, 15, 17, 22, 19]","[21, 1, 20, 6, 23]","[14, 27, 7, 16, 29, 3]",0.6811
465,"[22, 6, 1, 30, 19]","[23, 15, 9, 2, 17]","[12, 29, 16, 26, 3, 14]",0.6367
466,"[24, 2, 14, 13, 3]","[28, 29, 4, 17, 1]","[11, 23, 21, 6, 22, 18]",0.6128
467,"[30, 12, 16, 22, 10]","[13, 14, 27, 24, 19]","[4, 18, 5, 23, 25, 11]",0.6348
468,"[8, 26, 1, 2, 9]","[12, 19, 15, 28, 3]","[30, 23, 14, 4, 25, 29]",0.5096
469,"[30, 2, 17, 8, 5]","[14, 19, 26, 24, 6]","[9, 22, 7, 11, 12, 25]",0.496
470,"[17, 9, 23, 13, 10]","[20, 11, 14, 18, 6]","[8, 27, 26, 1, 24, 2]",0.646
471,"[6, 26, 30, 4, 3]","[14, 13, 25, 16, 17]","[28, 10, 18, 19, 7, 20]",0.6578
472,"[30, 14, 8, 29, 24]","[22, 5, 1, 7, 19]","[21, 4, 17, 15, 20, 2]",0.5816
473,"[4, 11, 22, 16, 21]","[12, 8, 26, 18, 7]","[1, 14, 25, 28, 19, 9]",0.6764
